"Unit1","Faction1","Class1","CompClass1","Tier1","Cost1","Unit2","Faction2","Class2","CompClass2","Tier2","Cost2","Any Wins","Outright Wins","Win Through Flee","Ties","Lose Through Flee","Outright Losses","Any Losses","Total Destructions","AvgRounds","AvgUnit1Models","AvgUnit1Hp","AvgUnit2Models","AvgUnit2Hp"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Spitter","Silk Court","Webcannon","War Machine","2","0","930","930","0","0","70","0","70","0","1.65","6.37","6.37","0.07","0.19"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Surpressor","Coppersand","Artillery","War Machine","2","0","999","856","143","0","0","0","0","1","1.48","4.32","4.32","0.14","0.24"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Silk Court Huntmistress","Silk Court","Leader","Archer Hero","3","0","670","559","111","0","138","40","178","152","2.00","2.16","2.16","0.29","0.64"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Ratkin Battering-Rat","Ratkin","Ratwagons","Chariot","2","0","831","758","73","0","147","3","150","19","1.64","4.83","4.83","0.22","0.43"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Weblayer","Silk Court","Webcannon","War Machine","2","0","987","912","75","0","13","0","13","0","1.23","7.08","7.08","0.09","0.12"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire Warriors","Scaled Empire","Infantry","Warriors","1","2","454","168","286","0","228","186","414","132","1.97","1.89","1.89","1.83","1.83"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Silk Court Court Poisoner","Silk Court","Leader","Hybrid Mage Hero","3","0","599","477","122","0","474","20","494","103","1.80","2.65","2.65","0.52","1.23"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Ratkin Thiefwagon","Ratkin","Ratwagons","Chariot","2","0","722","641","81","0","227","13","240","38","1.97","4.05","4.05","0.32","0.73"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Warriors","Redspines","Warband","Warriors","1","2","593","426","167","0","307","33","340","67","1.73","3.10","3.10","1.16","1.16"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire Militia","Scaled Empire","Infantry","Chaff","1","1","818","100","718","0","87","35","122","60","1.59","3.53","3.53","2.03","2.03"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Silk Court Mistress of Whispers","Silk Court","Leader","Mage Hero","3","0","878","751","127","0","62","10","72","50","1.65","3.15","3.15","0.20","0.37"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Warriors","Boneborn","Skeletons","Warriors","1","2","608","608","0","0","308","43","351","41","2.12","3.44","3.44","1.08","1.08"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Archers","Redspines","Warband","Archers","1","2","812","510","302","0","135","6","141","47","1.83","3.96","3.96","0.95","0.95"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire Firepowder Corps","Scaled Empire","Infantry","Archers","1","2","761","316","445","0","113","50","163","76","1.86","2.88","2.88","1.41","1.41"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Silk Court Handmaid","Silk Court","Leader","Mage Hero","3","0","906","803","103","0","45","3","48","46","1.66","3.11","3.11","0.15","0.26"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","482","316","166","0","422","55","477","41","2.02","3.26","3.26","1.83","1.83"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Archers","Boneborn","Skeletons","Archers","1","2","887","887","0","0","101","6","107","6","1.95","4.90","4.90","0.39","0.39"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Beserks","Redspines","Warband","Fast Infantry","1","3","637","452","185","0","280","20","300","63","1.73","3.20","3.20","1.07","1.07"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire Scout Corps","Scaled Empire","Infantry","Archers","1","3","764","312","452","0","106","57","163","73","1.85","2.94","2.94","1.44","1.44"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Silk Court Broodmother","Silk Court","Leader","Monster Hero","3","0","0","0","0","0","465","535","1000","0","2.24","1.15","1.15","1.00","6.22"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","31","31","0","0","0","0","0","969","1.00","0.04","0.04","0.00","0.00"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Revenants","Boneborn","Skeletons","Infantry","1","3","590","590","0","0","266","119","385","25","2.72","3.47","3.47","1.79","1.79"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Crowseekers","Redspines","Warband","Infantry","1","2","826","508","318","0","139","3","142","32","1.76","4.16","4.16","1.00","1.00"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire Scalewall","Scaled Empire","Infantry","Heavy Infantry","1","3","270","90","180","0","394","246","640","90","2.04","1.67","1.67","2.49","2.49"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","609","493","116","0","163","90","253","138","1.94","2.05","2.05","0.37","0.85"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","483","314","169","0","404","61","465","52","2.02","3.17","3.17","1.78","1.78"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Wights","Boneborn","Skeletons","Heavy Infantry","1","3","403","403","0","0","595","0","595","2","2.11","5.45","5.45","2.36","2.36"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Relentless","Redspines","Warband","Infantry","1","3","634","450","184","0","282","19","301","65","1.75","3.18","3.18","1.10","1.10"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire Horsebreakers","Scaled Empire","Infantry","Infantry","1","3","422","151","271","0","289","167","456","122","1.91","1.91","1.91","2.02","2.02"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","796","713","83","0","107","31","138","66","1.63","2.73","2.73","0.22","0.42"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Archers","Gobbo","Goblins","Archers","1","2","827","460","367","0","141","9","150","23","1.94","4.72","4.72","1.21","1.21"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Fodder","Boneborn","Skeletons","Chaff","1","1","977","977","0","0","22","0","22","1","1.93","5.99","5.99","0.09","0.09"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Pincushions","Redspines","Warband","Infantry","1","3","603","420","183","0","290","24","314","83","1.74","3.19","3.19","1.12","1.12"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire Cannonade","Scaled Empire","Firepower","War Machine","2","0","996","911","85","0","3","0","3","1","1.17","4.63","4.63","0.09","0.12"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","263","163","100","0","157","295","452","285","1.94","0.92","0.92","0.55","1.34"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Goblings","Gobbo","Goblins","Chaff","1","1","839","400","439","0","135","10","145","16","1.87","5.00","5.00","1.51","1.51"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Shieldbearers","Boneborn","Skeletons","Heavy Infantry","1","2","705","705","0","0","246","19","265","30","2.47","3.92","3.92","0.85","0.85"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Meatwads","Redspines","Huskarls","Heavy Infantry","2","0","234","91","143","0","556","147","703","63","2.39","2.54","2.54","1.94","3.43"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire Mortar Company","Scaled Empire","Firepower","War Machine","2","0","994","910","84","0","6","0","6","0","1.19","4.63","4.63","0.09","0.12"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","440","332","108","0","98","105","203","357","1.86","1.23","1.23","0.31","0.69"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Poppers","Gobbo","Goblins","Infantry","1","2","727","350","377","0","178","25","203","70","1.94","3.65","3.65","1.33","1.33"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Tomb Titan","Boneborn","Bonegiant","Monster","2","0","276","276","0","0","498","96","594","130","1.92","2.51","2.51","0.59","1.48"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Blood-dancers","Redspines","Huskarls","Fast Infantry","2","0","161","24","137","0","474","327","801","38","2.06","1.91","1.91","2.36","4.22"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire War Organ","Scaled Empire","Firepower","War Machine","2","0","998","918","80","0","2","0","2","0","1.19","4.64","4.64","0.08","0.12"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","158","26","132","0","138","593","731","111","2.12","0.74","0.74","0.86","2.82"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Wolfcarts","Gobbo","Chariots","Chariot","2","0","72","29","43","0","517","370","887","41","1.81","1.81","1.81","1.36","4.06"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Grave Beast","Boneborn","Bonegiant","Monster","2","0","304","304","0","0","671","19","690","6","2.02","5.12","5.12","0.69","2.73"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Quillsprays","Redspines","Huskarls","Unique","2","0","492","124","368","0","270","147","417","91","2.61","2.76","2.76","1.65","2.88"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire Outriders","Scaled Empire","Cavalry","Light Cavalry","2","0","932","526","406","0","56","3","59","9","1.55","3.87","3.87","0.75","0.75"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Coppersand Master Sapper","Coppersand","Leader","Support Hero","3","0","738","561","177","0","92","47","139","123","2.33","2.50","2.50","0.32","0.89"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Bangwagons","Gobbo","Chariots","Unique","2","0","192","192","0","0","0","0","0","808","1.00","0.51","0.51","0.00","0.00"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Skullclops","Boneborn","Bonegiant","Monster","2","0","592","592","0","0","299","20","319","89","1.84","3.52","3.52","0.32","0.71"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Raiders","Redspines","Boar Riders","Light Cavalry","2","0","576","466","110","0","302","31","333","91","1.75","2.97","2.97","0.64","1.04"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire Wyrmknights","Scaled Empire","Cavalry","Flyer","2","0","501","73","428","0","188","242","430","69","2.03","2.08","2.08","1.60","2.80"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Coppersand Gatebreaker","Coppersand","Leader","Monster Hero","3","0","419","298","121","0","191","179","370","211","2.18","1.58","1.58","0.49","1.24"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Hunting Party","Gobbo","Chariots","Chariot","2","0","677","294","383","0","233","45","278","45","2.64","4.15","4.15","0.82","2.25"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Necromancers","Boneborn","Liches","Support Mage","2","0","849","849","0","0","136","1","137","14","1.91","4.30","4.30","0.26","0.44"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Woedriders","Redspines","Boar Riders","Heavy Cavalry","2","0","337","248","89","0","462","139","601","62","1.89","2.62","2.62","1.17","1.98"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire Dragoons","Scaled Empire","Cavalry","Heavy Cavalry","2","0","190","19","171","0","395","383","778","32","2.23","1.50","1.50","2.26","4.04"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Coppersand The Warforger","Coppersand","Leader","Warrior Hero","3","0","741","597","144","0","130","24","154","105","2.27","2.56","2.56","0.30","0.73"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Starchucker","Gobbo","Hurtbox","War Machine","2","0","995","917","78","0","5","0","5","0","1.20","7.47","7.47","0.08","0.11"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Terrormancers","Boneborn","Liches","Attack Mage","2","0","564","564","0","0","350","39","389","47","2.07","3.48","3.48","0.70","1.20"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Screamers","Redspines","Boar Riders","Light Cavalry","2","0","411","325","86","0","390","93","483","106","1.62","2.53","2.53","0.85","1.39"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire Twohanders","Scaled Empire","Veterans","Infantry","2","0","117","117","0","0","252","537","789","94","1.58","0.72","0.72","2.35","2.35"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Coppersand Crackshot","Coppersand","Leader","Archer Hero","3","0","850","710","140","0","62","13","75","75","2.02","2.88","2.88","0.22","0.49"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Boombox","Gobbo","Hurtbox","War Machine","2","0","997","938","59","0","3","0","3","0","1.21","7.46","7.46","0.06","0.08"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Blood Mages","Boneborn","Liches","Attack Infantry","2","0","55","55","0","0","359","528","887","58","1.23","0.88","0.88","1.74","3.01"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Valkryies","Redspines","Warwitches","Support Mage","2","0","725","562","163","0","217","15","232","43","1.78","3.53","3.53","0.56","0.91"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire Bluemasks","Scaled Empire","Veterans","Heavy Infantry","2","0","512","193","319","0","299","97","396","92","2.16","2.42","2.42","2.14","2.14"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Coppersand The Zeppelin","Coppersand","Leader","War Machine Hero","3","0","532","260","272","0","131","217","348","120","3.34","2.08","2.08","0.62","2.20"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Firetruck","Gobbo","Hurtbox","Monster","2","0","717","588","129","0","247","7","254","29","2.64","4.14","4.14","0.38","1.05"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Wall of Flesh","Boneborn","Zombies","Heavy Infantry","2","0","2","2","0","0","755","240","995","3","3.01","2.61","2.61","4.70","8.92"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Furies","Redspines","Warwitches","Attack Mage","2","0","366","301","65","0","416","80","496","138","1.66","2.31","2.31","0.84","1.37"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Scaled Empire Jetbreaths","Scaled Empire","Veterans","Attack Infantry","2","0","655","251","404","0","161","88","249","96","2.08","2.51","2.51","1.61","1.61"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire The General","Scaled Empire","Leader","Hybrid Mage Hero","3","0","636","585","51","0","262","28","290","74","2.27","2.58","2.58","0.34","0.79"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","29","29","0","0","298","562","860","111","1.06","0.60","0.60","2.27","2.27"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Ghouls","Boneborn","Zombies","Fast Infantry","2","0","18","18","0","0","521","456","977","5","2.64","1.45","1.45","5.66","10.89"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Redspines Harvesters","Redspines","Warwitches","Support Mage","2","0","125","48","77","0","520","263","783","92","1.98","1.79","1.79","1.42","3.35"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Gobbo Boomshaman","Gobbo","Leader","Hybrid Mage Hero","3","0","482","482","0","0","0","0","0","518","1.00","1.06","1.06","0.00","0.00"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Commando","Scaled Empire","Leader","Warrior Hero","3","0","346","234","112","0","289","179","468","186","2.35","1.68","1.68","0.58","1.61"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","165","117","48","0","668","132","800","35","2.22","2.57","2.57","2.91","2.91"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Boneborn Rotting Dead","Boneborn","Zombies","Unique","2","0","157","157","0","0","397","381","778","65","3.06","1.49","1.49","2.44","4.48"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Coppersand Warriors","Coppersand","Mechanics","Warriors","1","2","801","564","237","0","181","4","185","14","1.94","4.62","4.62","0.87","0.87"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Gobbo Weirdweaver","Gobbo","Leader","Mage Hero","3","0","823","724","99","0","108","7","115","62","1.67","2.88","2.88","0.21","0.38"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Archmage","Scaled Empire","Leader","Mage Hero","3","0","954","856","98","0","29","1","30","16","1.71","3.54","3.54","0.13","0.24"
"Ratkin Pelters","Ratkin","Rats","Archers","1","2","Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","495","344","151","0","397","61","458","47","2.07","3.15","3.15","1.73","1.73"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Silk Court Warriors","Silk Court","Spiderlings","Warriors","1","2","784","557","227","0","194","7","201","15","1.89","4.43","4.43","0.90","0.90"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Coppersand Gunners","Coppersand","Mechanics","Archers","1","2","948","602","346","0","46","0","46","6","1.72","5.85","5.85","0.68","0.68"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Gobbo Cap'n Bangtidy","Gobbo","Leader","War Machine Hero","3","0","320","184","136","0","275","253","528","152","2.26","1.50","1.50","0.66","1.98"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Wyrm Prince","Scaled Empire","Leader","Monster Hero","3","0","546","305","241","0","109","199","308","146","2.76","1.97","1.97","0.55","1.88"
